REF_DATE,GEO,DGUID,Immigrant status,Labour force characteristics,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2011,Saskatchewan,2016A000247,Total population,Labour force,25 to 54 years,Persons,249,thousands,3,v53038859,13.1.2.2,358.5,,,,1
2011,Saskatchewan,2016A000247,Total population,Employment,15 years and over,Persons,249,thousands,3,v53038860,13.1.3.1,535.8,,,,1
2011,Saskatchewan,2016A000247,Total population,Employment,25 to 54 years,Persons,249,thousands,3,v53038861,13.1.3.2,344.1,,,,1
2011,Saskatchewan,2016A000247,Total population,Full-time employment,15 years and over,Persons,249,thousands,3,v53038862,13.1.4.1,441.3,,,,1
2011,Saskatchewan,2016A000247,Total population,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53038863,13.1.4.2,305.2,,,,1
2011,Saskatchewan,2016A000247,Total population,Part-time employment,15 years and over,Persons,249,thousands,3,v53038864,13.1.5.1,94.5,,,,1
2011,Saskatchewan,2016A000247,Total population,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53038865,13.1.5.2,38.9,,,,1
2011,Saskatchewan,2016A000247,Total population,Unemployment,15 years and over,Persons,249,thousands,3,v53038866,13.1.6.1,27.6,,,,1
2011,Saskatchewan,2016A000247,Total population,Unemployment,25 to 54 years,Persons,249,thousands,3,v53038867,13.1.6.2,14.4,,,,1
2011,Saskatchewan,2016A000247,Total population,Not in labour force,15 years and over,Persons,249,thousands,3,v53038868,13.1.7.1,248.5,,,,1
2011,Saskatchewan,2016A000247,Total population,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53038869,13.1.7.2,48.4,,,,1
2011,Saskatchewan,2016A000247,Total population,Unemployment rate,15 years and over,Percentage,242,units ,0,v53038870,13.1.8.1,4.9,,,,1
2011,Saskatchewan,2016A000247,Total population,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53038871,13.1.8.2,4,,,,1
2011,Saskatchewan,2016A000247,Total population,Participation rate,15 years and over,Percentage,242,units ,0,v53038872,13.1.9.1,69.4,,,,1
2011,Saskatchewan,2016A000247,Total population,Participation rate,25 to 54 years,Percentage,242,units ,0,v53038873,13.1.9.2,88.1,,,,1
2011,Saskatchewan,2016A000247,Total population,Employment rate,15 years and over,Percentage,242,units ,0,v53038874,13.1.10.1,66,,,,1
2011,Saskatchewan,2016A000247,Total population,Employment rate,25 to 54 years,Percentage,242,units ,0,v53038875,13.1.10.2,84.6,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Population,15 years and over,Persons,249,thousands,3,v53038876,13.2.1.1,63.6,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Population,25 to 54 years,Persons,249,thousands,3,v53038877,13.2.1.2,37.4,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Labour force,15 years and over,Persons,249,thousands,3,v53038878,13.2.2.1,42.7,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Labour force,25 to 54 years,Persons,249,thousands,3,v53038879,13.2.2.2,31.2,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Employment,15 years and over,Persons,249,thousands,3,v53038880,13.2.3.1,39.9,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Employment,25 to 54 years,Persons,249,thousands,3,v53038881,13.2.3.2,29.4,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Full-time employment,15 years and over,Persons,249,thousands,3,v53038882,13.2.4.1,33.5,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53038883,13.2.4.2,25.9,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Part-time employment,15 years and over,Persons,249,thousands,3,v53038884,13.2.5.1,6.4,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53038885,13.2.5.2,3.5,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Unemployment,15 years and over,Persons,249,thousands,3,v53038886,13.2.6.1,2.8,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Unemployment,25 to 54 years,Persons,249,thousands,3,v53038887,13.2.6.2,1.8,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Not in labour force,15 years and over,Persons,249,thousands,3,v53038888,13.2.7.1,20.9,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53038889,13.2.7.2,6.2,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Unemployment rate,15 years and over,Percentage,242,units ,0,v53038890,13.2.8.1,6.6,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53038891,13.2.8.2,5.8,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Participation rate,15 years and over,Percentage,242,units ,0,v53038892,13.2.9.1,67.1,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Participation rate,25 to 54 years,Percentage,242,units ,0,v53038893,13.2.9.2,83.4,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Employment rate,15 years and over,Percentage,242,units ,0,v53038894,13.2.10.1,62.7,,,,1
2011,Saskatchewan,2016A000247,Landed immigrants,Employment rate,25 to 54 years,Percentage,242,units ,0,v53038895,13.2.10.2,78.6,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Population,15 years and over,Persons,249,thousands,3,v53038896,13.3.1.1,19.4,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Population,25 to 54 years,Persons,249,thousands,3,v53038897,13.3.1.2,15.1,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Labour force,15 years and over,Persons,249,thousands,3,v53038898,13.3.2.1,15.2,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Labour force,25 to 54 years,Persons,249,thousands,3,v53038899,13.3.2.2,12.5,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Employment,15 years and over,Persons,249,thousands,3,v53038900,13.3.3.1,13.9,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Employment,25 to 54 years,Persons,249,thousands,3,v53038901,13.3.3.2,11.8,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Full-time employment,15 years and over,Persons,249,thousands,3,v53038902,13.3.4.1,11.7,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Full-time employment,25 to 54 years,Persons,249,thousands,3,v53038903,13.3.4.2,10.5,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Part-time employment,15 years and over,Persons,249,thousands,3,v53038904,13.3.5.1,2.2,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Part-time employment,25 to 54 years,Persons,249,thousands,3,v53038905,13.3.5.2,1.3,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Unemployment,15 years and over,Persons,249,thousands,3,v53038906,13.3.6.1,1.2,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Unemployment,25 to 54 years,Persons,249,thousands,3,v53038907,13.3.6.2,0.8,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Not in labour force,15 years and over,Persons,249,thousands,3,v53038908,13.3.7.1,4.2,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Not in labour force,25 to 54 years,Persons,249,thousands,3,v53038909,13.3.7.2,2.6,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Unemployment rate,15 years and over,Percentage,242,units ,0,v53038910,13.3.8.1,7.9,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53038911,13.3.8.2,6.4,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Participation rate,15 years and over,Percentage,242,units ,0,v53038912,13.3.9.1,78.4,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Participation rate,25 to 54 years,Percentage,242,units ,0,v53038913,13.3.9.2,82.8,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units ,0,v53038914,13.3.10.1,71.6,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed 5 or less years earlier",Employment rate,25 to 54 years,Percentage,242,units ,0,v53038915,13.3.10.2,78.1,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Population,15 years and over,Persons,249,thousands,3,v53038916,13.4.1.1,10,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Population,25 to 54 years,Persons,249,thousands,3,v53038917,13.4.1.2,7.4,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Labour force,15 years and over,Persons,249,thousands,3,v53038918,13.4.2.1,7.1,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Labour force,25 to 54 years,Persons,249,thousands,3,v53038919,13.4.2.2,5.7,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Employment,15 years and over,Persons,249,thousands,3,v53038920,13.4.3.1,6.6,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Employment,25 to 54 years,Persons,249,thousands,3,v53038921,13.4.3.2,5.4,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Full-time employment,15 years and over,Persons,249,thousands,3,v53038922,13.4.4.1,5.3,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Full-time employment,25 to 54 years,Persons,249,thousands,3,v53038923,13.4.4.2,4.5,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Part-time employment,15 years and over,Persons,249,thousands,3,v53038924,13.4.5.1,1.4,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Part-time employment,25 to 54 years,Persons,249,thousands,3,v53038925,13.4.5.2,0.9,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Unemployment,15 years and over,Persons,249,thousands,3,v53038926,13.4.6.1,,x,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Unemployment,25 to 54 years,Persons,249,thousands,3,v53038927,13.4.6.2,,x,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Not in labour force,15 years and over,Persons,249,thousands,3,v53038928,13.4.7.1,2.9,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Not in labour force,25 to 54 years,Persons,249,thousands,3,v53038929,13.4.7.2,1.6,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Unemployment rate,15 years and over,Percentage,242,units ,0,v53038930,13.4.8.1,,x,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53038931,13.4.8.2,,x,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Participation rate,15 years and over,Percentage,242,units ,0,v53038932,13.4.9.1,71,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Participation rate,25 to 54 years,Percentage,242,units ,0,v53038933,13.4.9.2,77,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,15 years and over,Percentage,242,units ,0,v53038934,13.4.10.1,66,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 5 to 10 years earlier",Employment rate,25 to 54 years,Percentage,242,units ,0,v53038935,13.4.10.2,73,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Population,15 years and over,Persons,249,thousands,3,v53038936,13.5.1.1,34.2,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Population,25 to 54 years,Persons,249,thousands,3,v53038937,13.5.1.2,15,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Labour force,15 years and over,Persons,249,thousands,3,v53038938,13.5.2.1,20.4,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Labour force,25 to 54 years,Persons,249,thousands,3,v53038939,13.5.2.2,13,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Employment,15 years and over,Persons,249,thousands,3,v53038940,13.5.3.1,19.4,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Employment,25 to 54 years,Persons,249,thousands,3,v53038941,13.5.3.2,12.3,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Full-time employment,15 years and over,Persons,249,thousands,3,v53038942,13.5.4.1,16.5,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Full-time employment,25 to 54 years,Persons,249,thousands,3,v53038943,13.5.4.2,11,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Part-time employment,15 years and over,Persons,249,thousands,3,v53038944,13.5.5.1,2.8,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Part-time employment,25 to 54 years,Persons,249,thousands,3,v53038945,13.5.5.2,1.3,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Unemployment,15 years and over,Persons,249,thousands,3,v53038946,13.5.6.1,1.1,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Unemployment,25 to 54 years,Persons,249,thousands,3,v53038947,13.5.6.2,0.7,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Not in labour force,15 years and over,Persons,249,thousands,3,v53038948,13.5.7.1,13.8,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Not in labour force,25 to 54 years,Persons,249,thousands,3,v53038949,13.5.7.2,2,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Unemployment rate,15 years and over,Percentage,242,units ,0,v53038950,13.5.8.1,5.4,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53038951,13.5.8.2,5.4,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Participation rate,15 years and over,Percentage,242,units ,0,v53038952,13.5.9.1,59.6,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Participation rate,25 to 54 years,Percentage,242,units ,0,v53038953,13.5.9.2,86.7,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Employment rate,15 years and over,Percentage,242,units ,0,v53038954,13.5.10.1,56.7,,,,1
2011,Saskatchewan,2016A000247,"Immigrants, landed more than 10 years earlier",Employment rate,25 to 54 years,Percentage,242,units ,0,v53038955,13.5.10.2,82,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Population,15 years and over,Persons,249,thousands,3,v53038956,13.6.1.1,736.7,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Population,25 to 54 years,Persons,249,thousands,3,v53038957,13.6.1.2,361.4,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Labour force,15 years and over,Persons,249,thousands,3,v53038958,13.6.2.1,512.2,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Labour force,25 to 54 years,Persons,249,thousands,3,v53038959,13.6.2.2,320.9,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Employment,15 years and over,Persons,249,thousands,3,v53038960,13.6.3.1,487.7,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Employment,25 to 54 years,Persons,249,thousands,3,v53038961,13.6.3.2,308.5,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Full-time employment,15 years and over,Persons,249,thousands,3,v53038962,13.6.4.1,400.7,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53038963,13.6.4.2,273.7,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Part-time employment,15 years and over,Persons,249,thousands,3,v53038964,13.6.5.1,86.9,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53038965,13.6.5.2,34.7,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Unemployment,15 years and over,Persons,249,thousands,3,v53038966,13.6.6.1,24.5,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Unemployment,25 to 54 years,Persons,249,thousands,3,v53038967,13.6.6.2,12.5,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Not in labour force,15 years and over,Persons,249,thousands,3,v53038968,13.6.7.1,224.5,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53038969,13.6.7.2,40.5,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Unemployment rate,15 years and over,Percentage,242,units ,0,v53038970,13.6.8.1,4.8,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53038971,13.6.8.2,3.9,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Participation rate,15 years and over,Percentage,242,units ,0,v53038972,13.6.9.1,69.5,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Participation rate,25 to 54 years,Percentage,242,units ,0,v53038973,13.6.9.2,88.8,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Employment rate,15 years and over,Percentage,242,units ,0,v53038974,13.6.10.1,66.2,,,,1
2011,Saskatchewan,2016A000247,Born in Canada,Employment rate,25 to 54 years,Percentage,242,units ,0,v53038975,13.6.10.2,85.4,,,,1
2011,Alberta,2016A000248,Total population,Population,15 years and over,Persons,249,thousands,3,v53038976,14.1.1.1,3017.8,,,,1
2011,Alberta,2016A000248,Total population,Population,25 to 54 years,Persons,249,thousands,3,v53038977,14.1.1.2,1703.5,,,,1
2011,Alberta,2016A000248,Total population,Labour force,15 years and over,Persons,249,thousands,3,v53038978,14.1.2.1,2220.2,,,,1
2011,Alberta,2016A000248,Total population,Labour force,25 to 54 years,Persons,249,thousands,3,v53038979,14.1.2.2,1492.1,,,,1
2011,Alberta,2016A000248,Total population,Employment,15 years and over,Persons,249,thousands,3,v53038980,14.1.3.1,2099.5,,,,1
2011,Alberta,2016A000248,Total population,Employment,25 to 54 years,Persons,249,thousands,3,v53038981,14.1.3.2,1426.7,,,,1
2011,Alberta,2016A000248,Total population,Full-time employment,15 years and over,Persons,249,thousands,3,v53038982,14.1.4.1,1737.5,,,,1
2011,Alberta,2016A000248,Total population,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53038983,14.1.4.2,1258.6,,,,1
2011,Alberta,2016A000248,Total population,Part-time employment,15 years and over,Persons,249,thousands,3,v53038984,14.1.5.1,362,,,,1
2011,Alberta,2016A000248,Total population,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53038985,14.1.5.2,168.1,,,,1
2011,Alberta,2016A000248,Total population,Unemployment,15 years and over,Persons,249,thousands,3,v53038986,14.1.6.1,120.7,,,,1
2011,Alberta,2016A000248,Total population,Unemployment,25 to 54 years,Persons,249,thousands,3,v53038987,14.1.6.2,65.3,,,,1
2011,Alberta,2016A000248,Total population,Not in labour force,15 years and over,Persons,249,thousands,3,v53038988,14.1.7.1,797.6,,,,1
2011,Alberta,2016A000248,Total population,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53038989,14.1.7.2,211.5,,,,1
2011,Alberta,2016A000248,Total population,Unemployment rate,15 years and over,Percentage,242,units ,0,v53038990,14.1.8.1,5.4,,,,1
2011,Alberta,2016A000248,Total population,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53038991,14.1.8.2,4.4,,,,1
2011,Alberta,2016A000248,Total population,Participation rate,15 years and over,Percentage,242,units ,0,v53038992,14.1.9.1,73.6,,,,1
2011,Alberta,2016A000248,Total population,Participation rate,25 to 54 years,Percentage,242,units ,0,v53038993,14.1.9.2,87.6,,,,1
2011,Alberta,2016A000248,Total population,Employment rate,15 years and over,Percentage,242,units ,0,v53038994,14.1.10.1,69.6,,,,1
2011,Alberta,2016A000248,Total population,Employment rate,25 to 54 years,Percentage,242,units ,0,v53038995,14.1.10.2,83.8,,,,1
2011,Alberta,2016A000248,Landed immigrants,Population,15 years and over,Persons,249,thousands,3,v53038996,14.2.1.1,604,,,,1
2011,Alberta,2016A000248,Landed immigrants,Population,25 to 54 years,Persons,249,thousands,3,v53038997,14.2.1.2,352.5,,,,1
2011,Alberta,2016A000248,Landed immigrants,Labour force,15 years and over,Persons,249,thousands,3,v53038998,14.2.2.1,423.8,,,,1
2011,Alberta,2016A000248,Landed immigrants,Labour force,25 to 54 years,Persons,249,thousands,3,v53038999,14.2.2.2,305.3,,,,1
2011,Alberta,2016A000248,Landed immigrants,Employment,15 years and over,Persons,249,thousands,3,v53039000,14.2.3.1,399.4,,,,1
2011,Alberta,2016A000248,Landed immigrants,Employment,25 to 54 years,Persons,249,thousands,3,v53039001,14.2.3.2,289.8,,,,1
2011,Alberta,2016A000248,Landed immigrants,Full-time employment,15 years and over,Persons,249,thousands,3,v53039002,14.2.4.1,338.5,,,,1
2011,Alberta,2016A000248,Landed immigrants,Full-time employment,25 to 54 years,Persons,249,thousands,3,v53039003,14.2.4.2,256.7,,,,1
2011,Alberta,2016A000248,Landed immigrants,Part-time employment,15 years and over,Persons,249,thousands,3,v53039004,14.2.5.1,60.8,,,,1
2011,Alberta,2016A000248,Landed immigrants,Part-time employment,25 to 54 years,Persons,249,thousands,3,v53039005,14.2.5.2,33.1,,,,1
2011,Alberta,2016A000248,Landed immigrants,Unemployment,15 years and over,Persons,249,thousands,3,v53039006,14.2.6.1,24.5,,,,1
2011,Alberta,2016A000248,Landed immigrants,Unemployment,25 to 54 years,Persons,249,thousands,3,v53039007,14.2.6.2,15.5,,,,1
2011,Alberta,2016A000248,Landed immigrants,Not in labour force,15 years and over,Persons,249,thousands,3,v53039008,14.2.7.1,180.2,,,,1
2011,Alberta,2016A000248,Landed immigrants,Not in labour force,25 to 54 years,Persons,249,thousands,3,v53039009,14.2.7.2,47.3,,,,1
2011,Alberta,2016A000248,Landed immigrants,Unemployment rate,15 years and over,Percentage,242,units ,0,v53039010,14.2.8.1,5.8,,,,1
2011,Alberta,2016A000248,Landed immigrants,Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53039011,14.2.8.2,5.1,,,,1
2011,Alberta,2016A000248,Landed immigrants,Participation rate,15 years and over,Percentage,242,units ,0,v53039012,14.2.9.1,70.2,,,,1
2011,Alberta,2016A000248,Landed immigrants,Participation rate,25 to 54 years,Percentage,242,units ,0,v53039013,14.2.9.2,86.6,,,,1
2011,Alberta,2016A000248,Landed immigrants,Employment rate,15 years and over,Percentage,242,units ,0,v53039014,14.2.10.1,66.1,,,,1
2011,Alberta,2016A000248,Landed immigrants,Employment rate,25 to 54 years,Percentage,242,units ,0,v53039015,14.2.10.2,82.2,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Population,15 years and over,Persons,249,thousands,3,v53039016,14.3.1.1,99.3,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Population,25 to 54 years,Persons,249,thousands,3,v53039017,14.3.1.2,78.1,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Labour force,15 years and over,Persons,249,thousands,3,v53039018,14.3.2.1,74.4,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Labour force,25 to 54 years,Persons,249,thousands,3,v53039019,14.3.2.2,62.9,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Employment,15 years and over,Persons,249,thousands,3,v53039020,14.3.3.1,68.6,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Employment,25 to 54 years,Persons,249,thousands,3,v53039021,14.3.3.2,58.7,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Full-time employment,15 years and over,Persons,249,thousands,3,v53039022,14.3.4.1,56.7,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Full-time employment,25 to 54 years,Persons,249,thousands,3,v53039023,14.3.4.2,50.6,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Part-time employment,15 years and over,Persons,249,thousands,3,v53039024,14.3.5.1,11.9,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Part-time employment,25 to 54 years,Persons,249,thousands,3,v53039025,14.3.5.2,8.1,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Unemployment,15 years and over,Persons,249,thousands,3,v53039026,14.3.6.1,5.8,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Unemployment,25 to 54 years,Persons,249,thousands,3,v53039027,14.3.6.2,4.2,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Not in labour force,15 years and over,Persons,249,thousands,3,v53039028,14.3.7.1,24.9,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Not in labour force,25 to 54 years,Persons,249,thousands,3,v53039029,14.3.7.2,15.2,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Unemployment rate,15 years and over,Percentage,242,units ,0,v53039030,14.3.8.1,7.8,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Unemployment rate,25 to 54 years,Percentage,242,units ,0,v53039031,14.3.8.2,6.7,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Participation rate,15 years and over,Percentage,242,units ,0,v53039032,14.3.9.1,74.9,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Participation rate,25 to 54 years,Percentage,242,units ,0,v53039033,14.3.9.2,80.5,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Employment rate,15 years and over,Percentage,242,units ,0,v53039034,14.3.10.1,69.1,,,,1
2011,Alberta,2016A000248,"Immigrants, landed 5 or less years earlier",Employment rate,25 to 54 years,Percentage,242,units ,0,v53039035,14.3.10.2,75.2,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Population,15 years and over,Persons,249,thousands,3,v53039036,14.4.1.1,105.8,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Population,25 to 54 years,Persons,249,thousands,3,v53039037,14.4.1.2,79.4,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Labour force,15 years and over,Persons,249,thousands,3,v53039038,14.4.2.1,84.4,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Labour force,25 to 54 years,Persons,249,thousands,3,v53039039,14.4.2.2,67.5,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Employment,15 years and over,Persons,249,thousands,3,v53039040,14.4.3.1,79.1,,,,1
2011,Alberta,2016A000248,"Immigrants, landed more than 5 to 10 years earlier",Employment,25 to 54 years,Persons,249,thousands,3,v53039041,14.4.3.2,63.8,,,,1
